"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2023-01-17T19:10:41Z"
"Version","20230117191041"
"OfferCode","AmazonChimeBusinessCalling"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","FromCountry","messagetype","NumberType","Region Code","serviceName","ToCountry"
"P2K9PGHES7BYCKQJ","JRTCKXETXF","P2K9PGHES7BYCKQJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Egypt","2021-02-01","0","Inf","minutes","0.2917500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-EG-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Egypt"
"P6RTDPYQJKW7KKHZ","JRTCKXETXF","P6RTDPYQJKW7KKHZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Jordan","2021-02-01","0","Inf","minutes","0.3409500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-JO-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Jordan"
"P9N4KPYRAMJEWFKZ","JRTCKXETXF","P9N4KPYRAMJEWFKZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Australia to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AU-US-sms-message-Received","","Australia","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"PX3XQJPGB5B5D5BE","JRTCKXETXF","PX3XQJPGB5B5D5BE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for SY-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-SY-US-sms-message-Received","","Syrian Arab Republic","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"Q9NP4AREEF7UUH3G","JRTCKXETXF","Q9NP4AREEF7UUH3G.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Finland to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-FI-US-sms-message-Received","","Finland","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"QBJSDC74HY6FYPG9","JRTCKXETXF","QBJSDC74HY6FYPG9.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Italy to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-IT-US-sms-message-Received","","Italy","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"QGQ8WPC6PUE3YMN9","JRTCKXETXF","QGQ8WPC6PUE3YMN9.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Israel to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-IL-US-sms-message-Received","","Israel","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"QX9RJ2DWZ2EYCHXA","JRTCKXETXF","QX9RJ2DWZ2EYCHXA.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Finland","2021-02-01","0","Inf","minutes","0.0546800000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-FI-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Finland"
"R3Y2VNU8UUJBYC5P","JRTCKXETXF","R3Y2VNU8UUJBYC5P.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from French Polynesia to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-PF-US-sms-message-Received","","French Polynesia","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"R4W9TGVGEAWSZ9U7","JRTCKXETXF","R4W9TGVGEAWSZ9U7.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Cape Verde to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CV-US-sms-message-Received","","Cape Verde","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"RB8S4VNX8ZEX7J2S","JRTCKXETXF","RB8S4VNX8ZEX7J2S.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Nepal","2021-02-01","0","Inf","minutes","0.3033000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-NP-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Nepal"
"REP3MR8E7RWAAW4G","JRTCKXETXF","REP3MR8E7RWAAW4G.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Belize to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BZ-US-sms-message-Received","","Belize","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"RQDCSJK22SZ89ZXB","JRTCKXETXF","RQDCSJK22SZ89ZXB.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Mexico","2021-02-01","0","Inf","minutes","0.0162500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-MX-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Mexico"
"RRJ2P83JEKXKFCVC","JRTCKXETXF","RRJ2P83JEKXKFCVC.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Italy","2021-02-01","0","Inf","minutes","0.0842000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-IT-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Italy"
"RW77ZNY3FB7PHYUC","JRTCKXETXF","RW77ZNY3FB7PHYUC.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Brunei Darussalam","2021-02-01","0","Inf","minutes","0.1108500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-BN-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Brunei Darussalam"
"RWU5XGUEC6MNGTKD","JRTCKXETXF","RWU5XGUEC6MNGTKD.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Chile","2021-02-01","0","Inf","minutes","0.1803000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-CL-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Chile"
"S2FWWFGE6AU72TM5","JRTCKXETXF","S2FWWFGE6AU72TM5.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Norway","2021-02-01","0","Inf","minutes","0.0253200000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-NO-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Norway"
"S47AZWAHE3F8NSVR","JRTCKXETXF","S47AZWAHE3F8NSVR.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Bosnia and Herzegovina to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BA-US-sms-message-Received","","Bosnia and Herzegovina","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"S8KQCT2XAU5MTFMD","JRTCKXETXF","S8KQCT2XAU5MTFMD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for AS-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AS-US-sms-message-Received","","American Samoa","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"SFJ3ZP4Y6UWBUF7J","JRTCKXETXF","SFJ3ZP4Y6UWBUF7J.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Azerbaijan to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AZ-US-sms-message-Received","","Azerbaijan","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"SFVXRF5SFFQJ3BYT","JRTCKXETXF","SFVXRF5SFFQJ3BYT.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Malta","2021-02-01","0","Inf","minutes","0.0197700000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-MT-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Malta"
"SPVAQ62DPAVYXXHZ","JRTCKXETXF","SPVAQ62DPAVYXXHZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Faroe Islands to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-FO-US-sms-message-Received","","Faroe Islands","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"STZWZ8ZH74VYQ4P6","JRTCKXETXF","STZWZ8ZH74VYQ4P6.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Dominican Republic to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-DO-US-sms-message-Received","","Dominican Republic","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"SUCTGFNH29CS96U6","JRTCKXETXF","SUCTGFNH29CS96U6.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Bolivia to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BO-US-sms-message-Received","","Bolivia","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"SV9DXEY4BNDFHPHK","JRTCKXETXF","SV9DXEY4BNDFHPHK.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Czech Republic","2021-02-01","0","Inf","minutes","0.1433600000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-CZ-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Czech Republic"
"SVGH3742HZH477QC","JRTCKXETXF","SVGH3742HZH477QC.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Anguilla to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AI-US-sms-message-Received","","Anguilla","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"SWUWR7R8ETC29E3P","JRTCKXETXF","SWUWR7R8ETC29E3P.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Equatorial Guinea to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-GQ-US-sms-message-Received","","Equatorial Guinea","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"T2NMAYWUQ4QHKMBM","JRTCKXETXF","T2NMAYWUQ4QHKMBM.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Jordan to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-JO-US-sms-message-Received","","Jordan","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"T4HY5H5267C84CXJ","JRTCKXETXF","T4HY5H5267C84CXJ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Guadeloupe","2021-02-01","0","Inf","minutes","0.2053500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-GP-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Guadeloupe"
"T4PD67DG8EM23AHK","JRTCKXETXF","T4PD67DG8EM23AHK.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to New Zealand","2021-02-01","0","Inf","minutes","0.0614100000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-NZ-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","New Zealand"
"T72MUC5FWTXWTW3T","JRTCKXETXF","T72MUC5FWTXWTW3T.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Trinidad and Tobago","2021-02-01","0","Inf","minutes","0.4518000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-TT-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Trinidad and Tobago"
"T7644RGASFFKJ6YZ","JRTCKXETXF","T7644RGASFFKJ6YZ.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Egypt to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-EG-US-sms-message-Received","","Egypt","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"TBB5JX8Z2GFGANAF","JRTCKXETXF","TBB5JX8Z2GFGANAF.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Slovakia","2021-02-01","0","Inf","minutes","0.2163000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-SK-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Slovakia"
"TCEMVXPXNEBA76PG","JRTCKXETXF","TCEMVXPXNEBA76PG.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Aruba","2021-02-01","0","Inf","minutes","0.4228500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-AW-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Aruba"
"TJD6WHQWT5V64KZY","JRTCKXETXF","TJD6WHQWT5V64KZY.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Portugal","2021-02-01","0","Inf","minutes","0.0894800000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-PT-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Portugal"
"TQ27YUWV2R85GQZQ","JRTCKXETXF","TQ27YUWV2R85GQZQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Canada","2021-02-01","0","Inf","minutes","0.0054000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-CA-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Canada"
"TRYXEBFDPVACVZHX","JRTCKXETXF","TRYXEBFDPVACVZHX.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Nigeria","2021-02-01","0","Inf","minutes","0.2623500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-NG-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Nigeria"
"U4Z62A5XZKZ4KJ5W","JRTCKXETXF","U4Z62A5XZKZ4KJ5W.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Canada to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CA-US-sms-message-Received","","Canada","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"U5CGC83XYN6YC6SA","JRTCKXETXF","U5CGC83XYN6YC6SA.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for SD-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-SD-US-sms-message-Received","","Sudan","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"U8UDDPPZ2CJRR64P","JRTCKXETXF","U8UDDPPZ2CJRR64P.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Netherlands","2021-02-01","0","Inf","minutes","0.1272600000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-AN-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Netherlands"
"UMRZDAEFEUKKB6A2","JRTCKXETXF","UMRZDAEFEUKKB6A2.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Kuwait","2021-02-01","0","Inf","minutes","0.1987500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-KW-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Kuwait"
"UW4GSNR7KJCSKGVD","JRTCKXETXF","UW4GSNR7KJCSKGVD.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Tajikistan","2021-02-01","0","Inf","minutes","0.4794000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-TJ-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Tajikistan"
"V94AH6WZUPKSMZJ2","JRTCKXETXF","V94AH6WZUPKSMZJ2.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Barbados to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BB-US-sms-message-Received","","Barbados","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"VBXKS3CX2BS8W3RY","JRTCKXETXF","VBXKS3CX2BS8W3RY.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Saint-Martin (French part)","2021-02-01","0","Inf","minutes","0.2091000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-MF-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Saint-Martin (French part)"
"VE3ER7J7PHSQC29T","JRTCKXETXF","VE3ER7J7PHSQC29T.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Namibia","2021-02-01","0","Inf","minutes","0.1738500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-NA-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Namibia"
"VFUDR4PPRQJFSM3G","JRTCKXETXF","VFUDR4PPRQJFSM3G.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Grenada to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-GD-US-sms-message-Received","","Grenada","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"VKJGMXUSJCWB5CWY","JRTCKXETXF","VKJGMXUSJCWB5CWY.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Uzbekistan","2021-02-01","0","Inf","minutes","0.1911000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-UZ-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Uzbekistan"
"VSAMWVSA7Q6SY8YQ","JRTCKXETXF","VSAMWVSA7Q6SY8YQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per minutes for US-TollFree-outbound-minutes in US East (N. Virginia)","2021-02-01","0","Inf","minutes","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-TollFree-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Toll Free"
"VUG3Z2GA3UX7VFGF","JRTCKXETXF","VUG3Z2GA3UX7VFGF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for BL-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BL-US-sms-message-Received","","Saint Barthelemy","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"VUT7FF2ZMXV847PR","JRTCKXETXF","VUT7FF2ZMXV847PR.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Qatar","2021-02-01","0","Inf","minutes","0.3534000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-QA-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Qatar"
"VWNGRYHZF9ETNJQQ","JRTCKXETXF","VWNGRYHZF9ETNJQQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for TA-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-TA-US-sms-message-Received","","Tristan Da Cunha","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"VZESFQDEWB9JFFDE","JRTCKXETXF","VZESFQDEWB9JFFDE.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for TZ-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-TZ-US-sms-message-Received","","Tanzania","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"W9RRK4BM7KVKRC3E","JRTCKXETXF","W9RRK4BM7KVKRC3E.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Philippines","2021-02-01","0","Inf","minutes","0.2616000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-PH-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Philippines"
"WERJDZJHHJ233323","JRTCKXETXF","WERJDZJHHJ233323.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Afghanistan to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AF-US-sms-message-Received","","Afghanistan","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"WS6DH7Z6H72E3PEE","JRTCKXETXF","WS6DH7Z6H72E3PEE.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Gibraltar","2021-02-01","0","Inf","minutes","0.3105000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-GI-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Gibraltar"
"WVFANFSA6GDNF2AK","JRTCKXETXF","WVFANFSA6GDNF2AK.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to French Guiana","2021-02-01","0","Inf","minutes","0.2220000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-GF-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","French Guiana"
"WVXGHPB5XG75BR5G","JRTCKXETXF","WVXGHPB5XG75BR5G.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Argentina to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-AR-US-sms-message-Received","","Argentina","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"WYGGCVGR4BKA3R4B","JRTCKXETXF","WYGGCVGR4BKA3R4B.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Bhutan to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BT-US-sms-message-Received","","Bhutan","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
