SKU,OfferTermCode,RateCode,TermType,PriceDescription,EffectiveDate,StartingRange,EndingRange,Unit,PricePerUnit,Currency,Product Family,serviceCode,Location,Location Type,Instance Type,Current Generation,Instance Family,vCPU,Physical Processor,Clock Speed,Memory,Storage,Network Performance,Processor Architecture,Tenancy,Operating System,License Model,usageType,operation,CapacityStatus,Dedicated EBS Throughput,ECU,Enhanced Networking Supported,GPU,GPU Memory,Intel AVX2 Available,Intel AVX Available,Intel Turbo Available,Normalization Size Factor,PlatoUsageType,Pre Installed S/W,Processor Features,Region Code,serviceName
TW2MCNM5VXAJ2HGG,JRTCKXETXF,TW2MCNM5VXAJ2HGG.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.6xlarge Windows with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,3.9840000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.6xlarge,Yes,Storage optimized,24,Intel Xeon Platinum 8175,3.1 GHz,192 GiB,2 x 7500 NVMe SSD,25 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:i3en.6xlarge,RunInstances:0006,Used-Outpost-i3en.6xlarge-Windows with SQL Std,3500 Mbps,NA,Yes,,NA,Yes,Yes,Yes,48,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
TXDNEHJTATX45ZCJ,JRTCKXETXF,TXDNEHJTATX45ZCJ.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.metal Windows with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,40.4160000000,USD,Compute Instance (bare metal),AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.metal,Yes,General purpose,96,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,4 x 900 NVMe SSD,25 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5d.metal,RunInstances:0102,Used-Outpost-m5d.metal-Windows with SQL Server Enterprise,12000 Mbps,345,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
TZVJBJPZJTRPJPQE,JRTCKXETXF,TZVJBJPZJTRPJPQE.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.4xlarge Windows with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,1.0060000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.4xlarge,Yes,Memory optimized,16,Intel Xeon Platinum 8175,3.1 GHz,128 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5.4xlarge,RunInstances:0202,Used-Outpost-r5.4xlarge-Windows with SQL Web,4750 Mbps,70,Yes,,NA,Yes,Yes,Yes,32,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
U33GXEVRN9M577HU,JRTCKXETXF,U33GXEVRN9M577HU.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.2xlarge Windows with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.5030000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.2xlarge,Yes,General purpose,8,Intel Xeon Platinum 8175,3.1 GHz,32 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5d.2xlarge,RunInstances:0202,Used-Outpost-m5d.2xlarge-Windows with SQL Web,Up to 2120 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
U3PTY4CB24PM46FG,JRTCKXETXF,U3PTY4CB24PM46FG.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.xlarge Windows usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1840000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.xlarge,Yes,Memory optimized,4,Intel Xeon Platinum 8175,3.1 GHz,32 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5.xlarge,RunInstances:0002,Used-Outpost-r5.xlarge-Windows,Up to 4750 Mbps,19,Yes,,NA,Yes,Yes,Yes,8,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
U3WNE2F8F2N46S78,JRTCKXETXF,U3WNE2F8F2N46S78.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.12xlarge SUSE usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.12xlarge,Yes,Compute optimized,48,Intel Xeon Platinum 8275L,3.4 GHz,96 GiB,EBS only,12 Gigabit,64-bit,Host,SUSE,No License required,BoxUsage:c5.12xlarge,RunInstances:000g,Used-Outpost-c5.12xlarge-SUSE,7000 Mbps,188,Yes,,NA,Yes,Yes,Yes,96,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo,us-east-1,AWS Outposts
U4ZB3HE8K5U6XTUR,JRTCKXETXF,U4ZB3HE8K5U6XTUR.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.2xlarge SUSE usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1500000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.2xlarge,Yes,Memory optimized,8,Intel Xeon Platinum 8175,3.1 GHz,64 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,64-bit,Host,SUSE,No License required,BoxUsage:r5d.2xlarge,RunInstances:000g,Used-Outpost-r5d.2xlarge-SUSE,Up to 2120 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
U5MYQ4QPBYCMC9YK,JRTCKXETXF,U5MYQ4QPBYCMC9YK.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.16xlarge Windows usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,2.9440000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.16xlarge,Yes,Memory optimized,64,Intel Xeon Platinum 8175,3.1 GHz,512 GiB,4 x 600 NVMe SSD,20 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5d.16xlarge,RunInstances:0002,Used-Outpost-r5d.16xlarge-Windows,10000 Mbps,256,Yes,,NA,Yes,Yes,Yes,128,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
U5V6FX3DKHDFXQZP,JRTCKXETXF,U5V6FX3DKHDFXQZP.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.4xlarge Linux with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,6.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.4xlarge,Yes,General purpose,16,Intel Xeon Platinum 8175,3.1 GHz,64 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:m5d.4xlarge,RunInstances:0100,Used-Outpost-m5d.4xlarge-Linux with SQL Server Enterprise,2120 Mbps,70,Yes,,NA,Yes,Yes,Yes,32,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
U65QCRBWMCZZ6BQP,JRTCKXETXF,U65QCRBWMCZZ6BQP.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.2xlarge Linux with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,3.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.2xlarge,Yes,Storage optimized,8,Intel Xeon Platinum 8175,3.1 GHz,64 GiB,2 x 2500 NVMe SSD,Up to 25 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:i3en.2xlarge,RunInstances:0100,Used-Outpost-i3en.2xlarge-Linux with SQL Server Enterprise,Up to 3500 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
U6BR923Z3XNQUWZD,JRTCKXETXF,U6BR923Z3XNQUWZD.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.4xlarge Linux with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,6.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.4xlarge,Yes,Compute optimized,16,Intel Xeon Platinum 8124M,3.4 GHz,32 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:c5.4xlarge,RunInstances:0100,Used-Outpost-c5.4xlarge-Linux with SQL Server Enterprise,Up to 2250 Mbps,73,Yes,,NA,Yes,Yes,Yes,32,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
U86UAV7P7EP7S67Y,JRTCKXETXF,U86UAV7P7EP7S67Y.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.large Windows with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.5720000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.large,Yes,Storage optimized,2,Intel Xeon Platinum 8175,3.1 GHz,16 GiB,1 x 1250 NVMe SSD,Up to 25 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:i3en.large,RunInstances:0006,Used-Outpost-i3en.large-Windows with SQL Std,Up to 3500 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
U8TTJ73NNX9XPDB7,JRTCKXETXF,U8TTJ73NNX9XPDB7.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.16xlarge Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.16xlarge,Yes,General purpose,64,Intel Xeon Platinum 8175,3.1 GHz,256 GiB,4 x 600 NVMe SSD,20 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:m5d.16xlarge,RunInstances,Used-Outpost-m5d.16xlarge-Linux,10000 Mbps,256,Yes,,NA,Yes,Yes,Yes,128,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
U93MXQQXNA2MDYUY,JRTCKXETXF,U93MXQQXNA2MDYUY.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.large Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0680000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5.large,Yes,General purpose,2,Intel Xeon Platinum 8175,3.1 GHz,8 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:m5.large,RunInstances:0200,Used-Outpost-m5.large-Linux with SQL Web,Up to 2120 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UANEXY4CUTTKUHP4,JRTCKXETXF,UANEXY4CUTTKUHP4.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.large Linux with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.4800000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.large,Yes,Memory optimized,2,Intel Xeon Platinum 8175,3.1 GHz,16 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5.large,RunInstances:0004,Used-Outpost-r5.large-Linux with SQL Std,Up to 4750 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UCSMTXDB32D2HKDE,JRTCKXETXF,UCSMTXDB32D2HKDE.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.metal Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance (bare metal),AWSOutposts,US East (N. Virginia),AWS Outposts,m5.metal,Yes,General purpose,96,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,EBS only,25 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:m5.metal,RunInstances,Used-Outpost-m5.metal-Linux,12000 Mbps,345,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UFUQPXS5FJ2PYD73,JRTCKXETXF,UFUQPXS5FJ2PYD73.JRTCKXETXF.6YS6EN2CT7,OnDemand,g4dn.16xlarge Windows with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,26.9440000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,g4dn.16xlarge,Yes,GPU instance,64,Intel Xeon Family,2.5 GHz,256 GiB,900 GB NVMe SSD,50 Gigabit,64-bit,Host,Windows,License Included,BoxUsage:g4dn.16xlarge,RunInstances:0102,Used-Outpost-g4dn.16xlarge-Windows_SQL_Std,7000 Mbps,NA,Yes,1,16 GB,Yes,Yes,Yes,8.273764259,BoxUsage,SQL Server Enterprise,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UFV32TKXJTJ32MEP,JRTCKXETXF,UFV32TKXJTJ32MEP.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.metal SUSE usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1000000000,USD,Compute Instance (bare metal),AWSOutposts,US East (N. Virginia),AWS Outposts,m5.metal,Yes,General purpose,96,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,EBS only,25 Gigabit,64-bit,Host,SUSE,No License required,BoxUsage:m5.metal,RunInstances:000g,Used-Outpost-m5.metal-SUSE,12000 Mbps,345,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UJWCN3E6NMN659B4,JRTCKXETXF,UJWCN3E6NMN659B4.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5.16xlarge RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1300000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5.16xlarge,Yes,Memory optimized,64,Intel Xeon Platinum 8175,3.1 GHz,512 GiB,EBS only,20 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:r5.16xlarge,RunInstances:0010,Used-Outpost-r5.16xlarge-RHEL,13600 Mbps,256,Yes,,NA,Yes,Yes,Yes,128,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UKNQTM6QX9XFQ2P3,JRTCKXETXF,UKNQTM6QX9XFQ2P3.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5.large SUSE usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5.large,Yes,General purpose,2,Intel Xeon Platinum 8175,3.1 GHz,8 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,SUSE,No License required,BoxUsage:m5.large,RunInstances:000g,Used-Outpost-m5.large-SUSE,Up to 2120 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
USU9DQWB9B9T6M2U,JRTCKXETXF,USU9DQWB9B9T6M2U.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.2xlarge Windows usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.3680000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.2xlarge,Yes,General purpose,8,Intel Xeon Platinum 8175,3.1 GHz,32 GiB,1 x 300 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5d.2xlarge,RunInstances:0002,Used-Outpost-m5d.2xlarge-Windows,Up to 2120 Mbps,37,Yes,,NA,Yes,Yes,Yes,16,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UVESSXU5FMBXBTEQ,JRTCKXETXF,UVESSXU5FMBXBTEQ.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.16xlarge Windows with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,26.9440000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.16xlarge,Yes,Memory optimized,64,Intel Xeon Platinum 8175,3.1 GHz,512 GiB,4 x 600 NVMe SSD,20 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5d.16xlarge,RunInstances:0102,Used-Outpost-r5d.16xlarge-Windows with SQL Server Enterprise,10000 Mbps,256,Yes,,NA,Yes,Yes,Yes,128,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UVGXQ727UT7AF6UR,JRTCKXETXF,UVGXQ727UT7AF6UR.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.large Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.large,Yes,Memory optimized,2,Intel Xeon Platinum 8175,3.1 GHz,16 GiB,1 x 75 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5d.large,RunInstances,Used-Outpost-r5d.large-Linux,Up to 2120 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UWSPT59H82V5GJQU,JRTCKXETXF,UWSPT59H82V5GJQU.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.8xlarge Linux with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,12.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.8xlarge,Yes,Memory optimized,32,Intel Xeon Platinum 8175,3.1 GHz,256 GiB,2 x 600 NVMe SSD,10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:r5d.8xlarge,RunInstances:0100,Used-Outpost-r5d.8xlarge-Linux with SQL Server Enterprise,5000 Mbps,128,Yes,,NA,Yes,Yes,Yes,64,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UX2U3GUW6ZAMTGC8,JRTCKXETXF,UX2U3GUW6ZAMTGC8.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.4xlarge Linux with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.2700000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.4xlarge,Yes,General purpose,16,Intel Xeon Platinum 8175,3.1 GHz,64 GiB,2 x 300 NVMe SSD,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:m5d.4xlarge,RunInstances:0200,Used-Outpost-m5d.4xlarge-Linux with SQL Web,2120 Mbps,70,Yes,,NA,Yes,Yes,Yes,32,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UYGARP5GFRKWNTM4,JRTCKXETXF,UYGARP5GFRKWNTM4.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.large Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.large,Yes,Compute optimized,2,Intel Xeon Platinum 8124M,3.4 GHz,4 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:c5.large,RunInstances,Used-Outpost-c5.large-Linux,Up to 2250 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
UZM988YD2FZCG7JT,JRTCKXETXF,UZM988YD2FZCG7JT.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.24xlarge Windows with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,15.9360000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.24xlarge,Yes,General purpose,96,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,4 x 900 NVMe SSD,25 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:m5d.24xlarge,RunInstances:0006,Used-Outpost-m5d.24xlarge-Windows with SQL Std,12000 Mbps,337,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
V4CUNPUB5BGWHXWR,JRTCKXETXF,V4CUNPUB5BGWHXWR.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.metal Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance (bare metal),AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.metal,Yes,Storage optimized,96,Intel Xeon Platinum 8175,3.1 GHz,768 GiB,8 x 7500 NVMe SSD,100 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:i3en.metal,RunInstances,Used-Outpost-i3en.metal-Linux,14000 Mbps,NA,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
V6VQ9ZBPEXXADUBT,JRTCKXETXF,V6VQ9ZBPEXXADUBT.JRTCKXETXF.6YS6EN2CT7,OnDemand,i3en.metal-2tb Linux usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0000000000,USD,Compute Instance (bare metal),AWSOutposts,US East (N. Virginia),AWS Outposts,i3en.metal-2tb,Yes,Storage optimized,96,Intel Xeon Platinum 8175,3.1 GHz,768 GiB,32 x 2000 NVMe SSD,100 Gigabit,64-bit,Host,Linux,No License required,BoxUsage:i3en.metal-2tb,RunInstances,Used-Outpost-i3en.metal-2tb-Linux,19000 Mbps,NA,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
V8QF7N6E32HXKSGK,JRTCKXETXF,V8QF7N6E32HXKSGK.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5d.12xlarge Windows with SQL Std usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,7.9680000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5d.12xlarge,Yes,Compute optimized,48,Intel Xeon Platinum 8275L,3.4 GHz,96 GiB,2 x 900 NVMe SSD,12 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:c5d.12xlarge,RunInstances:0006,Used-Outpost-c5d.12xlarge-Windows with SQL Std,7000 Mbps,188,Yes,,NA,Yes,Yes,Yes,96,BoxUsage,SQL Std,Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo,us-east-1,AWS Outposts
V95AMSQSJY7JJVF2,JRTCKXETXF,V95AMSQSJY7JJVF2.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5d.large RHEL usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.0600000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5d.large,Yes,Compute optimized,2,Intel Xeon Platinum 8124M,3.4 GHz,4 GiB,1 x 50 NVMe SSD,Up to 10 Gigabit,64-bit,Host,RHEL,No License required,BoxUsage:c5d.large,RunInstances:0010,Used-Outpost-c5d.large-RHEL,Up to 2250 Mbps,10,Yes,,NA,Yes,Yes,Yes,4,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
VAVWHVRKDDTQKPUA,JRTCKXETXF,VAVWHVRKDDTQKPUA.JRTCKXETXF.6YS6EN2CT7,OnDemand,c5.4xlarge Windows with SQL Server Enterprise usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,6.7360000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,c5.4xlarge,Yes,Compute optimized,16,Intel Xeon Platinum 8124M,3.4 GHz,32 GiB,EBS only,Up to 10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:c5.4xlarge,RunInstances:0102,Used-Outpost-c5.4xlarge-Windows with SQL Server Enterprise,Up to 2250 Mbps,73,Yes,,NA,Yes,Yes,Yes,32,BoxUsage,SQL Ent,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
VDDQAZV57YM2QMB2,JRTCKXETXF,VDDQAZV57YM2QMB2.JRTCKXETXF.6YS6EN2CT7,OnDemand,r5d.12xlarge Windows with SQL Web usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,3.0190000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,r5d.12xlarge,Yes,Memory optimized,48,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,2 x 900 NVMe SSD,10 Gigabit,64-bit,Host,Windows,No License required,BoxUsage:r5d.12xlarge,RunInstances:0202,Used-Outpost-r5d.12xlarge-Windows with SQL Web,6000 Mbps,168,Yes,,NA,Yes,Yes,Yes,96,BoxUsage,SQL Web,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
VF46FYB9KTBM6GD4,JRTCKXETXF,VF46FYB9KTBM6GD4.JRTCKXETXF.6YS6EN2CT7,OnDemand,m5d.24xlarge SUSE usage in us-east-1 EC2 Outposts,2025-01-01,0,Inf,Hrs,0.1000000000,USD,Compute Instance,AWSOutposts,US East (N. Virginia),AWS Outposts,m5d.24xlarge,Yes,General purpose,96,Intel Xeon Platinum 8175,3.1 GHz,384 GiB,4 x 900 NVMe SSD,25 Gigabit,64-bit,Host,SUSE,No License required,BoxUsage:m5d.24xlarge,RunInstances:000g,Used-Outpost-m5d.24xlarge-SUSE,12000 Mbps,337,Yes,,NA,Yes,Yes,Yes,192,BoxUsage,NA,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,us-east-1,AWS Outposts
